workout_date,class_time,studio,coach,splat_points,calories,avg_hr,peak_hr,avg_pct_max_hr,peak_pct_max_hr,zone_gray_min,zone_blue_min,zone_green_min,zone_orange_min,zone_red_min,steps,class_type,template,is_forward,source_file,email_date_utc,note
2019-12-10,4:30 PM,"Tenleytown, DC",Jack,6,715,132,161.0,73.0,89.0,6,15,30,6,0,,,2019+,False,OTF_Data-2019.mbox,2019-12-10T22:28:38+00:00,
2019-12-12,4:30 PM,"Tenleytown, DC",Julie,14,676,133,173.0,73.0,96.0,9,12,18,10,4,,,2019+,False,OTF_Data-2019.mbox,2019-12-12T22:25:09+00:00,
2019-12-14,9:10 AM,"Tenleytown, DC",Angie,12,784,137,169.0,76.0,93.0,5,13,28,11,1,,,2019+,False,OTF_Data-2019.mbox,2019-12-14T15:08:42+00:00,
2019-12-15,9:10 AM,"Tenleytown, DC",Jenn,34,836,147,179.0,81.0,99.0,6,5,12,26,8,,,2019+,False,OTF_Data-2019.mbox,2019-12-15T15:08:19+00:00,
2019-12-17,12:00 PM,"Tenleytown, DC",Tammy,10,683,128,174.0,71.0,96.0,11,15,20,9,1,,,2019+,False,OTF_Data-2019.mbox,2019-12-17T18:00:17+00:00,
2019-12-18,12:00 PM,"Tenleytown, DC",Julie,9,688,126,172.0,70.0,95.0,14,17,18,8,1,,,2019+,False,OTF_Data-2019.mbox,2019-12-18T18:01:20+00:00,
2019-12-20,9:25 AM,"Tenleytown, DC",Jack,25,771,146,180.0,81.0,99.0,4,7,17,13,12,,,2019+,False,OTF_Data-2019.mbox,2019-12-20T15:19:46+00:00,
2019-12-21,11:20 AM,"Tenleytown, DC",Angie,20,821,143,177.0,79.0,98.0,4,6,27,11,9,,,2019+,False,OTF_Data-2019.mbox,2019-12-21T17:18:06+00:00,
2019-12-22,11:20 AM,"Tenleytown, DC",Kevin,16,750,131,170.0,72.0,94.0,10,20,14,14,2,,,2019+,False,OTF_Data-2019.mbox,2019-12-22T17:23:02+00:00,
2019-12-24,9:10 AM,"Tenleytown, DC",Jack,26,844,144,182.0,80.0,99.0,4,11,17,15,11,,,2019+,False,OTF_Data-2019.mbox,2019-12-24T15:09:16+00:00,
2019-12-28,7:00 AM,"Tenleytown, DC",Jack,13,668,127,171.0,70.0,94.0,18,7,18,12,1,,,2019+,False,OTF_Data-2019.mbox,2019-12-28T12:58:24+00:00,
2019-12-29,9:10 AM,"Tenleytown, DC",Jenn,31,845,149,178.0,82.0,98.0,3,5,16,23,8,,,2019+,False,OTF_Data-2019.mbox,2019-12-29T15:08:30+00:00,
2020-01-02,4:30 PM,"Tenleytown, DC",Julie,20,740,137,178.0,76.0,98.0,10,13,14,10,10,,,2019+,False,OTF_Data-2020.mbox,2020-01-02T22:30:32+00:00,
2020-01-03,9:25 AM,"Tenleytown, DC",Jack,21,786,140,176.0,77.0,97.0,6,8,22,17,4,,,2019+,False,OTF_Data-2020.mbox,2020-01-03T15:23:13+00:00,
2020-01-04,1:35 PM,"Tenleytown, DC",Julie,15,815,138,169.0,76.0,93.0,6,8,30,13,2,,,2019+,False,OTF_Data-2020.mbox,2020-01-04T19:37:58+00:00,
2020-01-06,4:30 PM,"Tenleytown, DC",Tammy,23,770,141,181.0,78.0,99.0,8,10,14,8,15,,,2019+,False,OTF_Data-2020.mbox,2020-01-06T22:28:33+00:00,
2020-01-07,4:30 PM,"Tenleytown, DC",Jack,24,770,140,180.0,77.0,99.0,7,7,17,14,10,,,2019+,False,OTF_Data-2020.mbox,2020-01-07T22:28:21+00:00,
2020-01-09,12:00 PM,"Tenleytown, DC",Tammy,14,694,131,169.0,72.0,93.0,10,15,17,13,1,,,2019+,False,OTF_Data-2020.mbox,2020-01-09T17:59:38+00:00,
2020-01-11,9:10 AM,"Tenleytown, DC",Julie,21,857,139,174.0,77.0,96.0,6,11,23,18,3,,,2019+,False,OTF_Data-2020.mbox,2020-01-11T15:13:36+00:00,
2020-01-12,9:10 AM,"Tenleytown, DC",Jenn,28,832,145,180.0,80.0,99.0,6,6,17,17,11,,,2019+,False,OTF_Data-2020.mbox,2020-01-12T15:08:32+00:00,
2020-01-14,12:00 PM,"Tenleytown, DC",Tammy,24,826,144,178.0,80.0,98.0,4,10,18,16,8,,,2019+,False,OTF_Data-2020.mbox,2020-01-14T17:59:59+00:00,
2020-01-15,4:30 PM,"Tenleytown, DC",Tammy,33,863,152,184.0,84.0,99.0,4,2,15,18,15,,,2019+,False,OTF_Data-2020.mbox,2020-01-15T22:29:49+00:00,
2020-01-16,8:20 AM,"Tenleytown, DC",Jenn,23,791,145,181.0,80.0,99.0,6,6,21,17,6,,,2019+,False,OTF_Data-2020.mbox,2020-01-16T14:17:08+00:00,
2020-01-18,9:10 AM,"Tenleytown, DC",Julie,17,743,127,175.0,70.0,97.0,23,9,11,11,6,,,2019+,False,OTF_Data-2020.mbox,2020-01-18T15:13:01+00:00,
2020-01-19,9:10 AM,"Tenleytown, DC",Jenn,29,829,148,175.0,82.0,97.0,2,6,18,20,9,,,2019+,False,OTF_Data-2020.mbox,2020-01-19T15:07:21+00:00,
2020-01-22,9:25 AM,"Tenleytown, DC",Jenn,20,810,143,185.0,79.0,99.0,4,10,23,9,11,,,2019+,False,OTF_Data-2020.mbox,2020-01-22T15:23:04+00:00,
2020-01-23,4:30 PM,"Tenleytown, DC",Kristof,21,786,141,180.0,78.0,99.0,5,9,21,14,7,,,2019+,False,OTF_Data-2020.mbox,2020-01-23T22:28:12+00:00,
2020-01-24,9:25 AM,"Tenleytown, DC",Kristof,22,777,145,176.0,80.0,97.0,5,4,22,17,5,,,2019+,False,OTF_Data-2020.mbox,2020-01-24T15:23:13+00:00,
2020-01-25,9:10 AM,"Tenleytown, DC",Tammy,15,698,131,175.0,72.0,97.0,13,12,14,12,3,,,2019+,False,OTF_Data-2020.mbox,2020-01-25T15:07:01+00:00,
2020-01-28,4:30 PM,"Tenleytown, DC",Jack,23,780,143,182.0,79.0,99.0,6,9,17,8,15,,,2019+,False,OTF_Data-2020.mbox,2020-01-28T22:24:35+00:00,
2020-01-29,4:30 PM,"Tenleytown, DC",Tammy,19,757,135,180.0,75.0,99.0,9,10,19,13,6,,,2019+,False,OTF_Data-2020.mbox,2020-01-29T22:28:40+00:00,
2020-01-30,4:30 PM,"Tenleytown, DC",Jack,10,620,125,170.0,69.0,94.0,18,11,14,9,1,,,2019+,False,OTF_Data-2020.mbox,2020-01-30T22:26:42+00:00,
2020-02-01,9:10 AM,"Tenleytown, DC",Julie,22,821,135,176.0,75.0,97.0,10,15,15,17,5,,,2019+,False,OTF_Data-2020.mbox,2020-02-01T15:12:41+00:00,
2020-02-02,9:10 AM,"Tenleytown, DC",Jenn,16,670,134,176.0,74.0,97.0,13,9,15,12,4,,,2019+,False,OTF_Data-2020.mbox,2020-02-02T15:04:16+00:00,
2020-02-04,9:25 AM,"Tenleytown, DC",Tammy,18,758,141,175.0,78.0,97.0,6,10,21,12,6,,,2019+,False,OTF_Data-2020.mbox,2020-02-04T15:23:04+00:00,
2020-02-05,4:30 PM,"Tenleytown, DC",Tammy,13,693,129,168.0,71.0,93.0,13,12,17,13,0,,,2019+,False,OTF_Data-2020.mbox,2020-02-05T22:29:15+00:00,
2020-02-06,9:25 AM,"Tenleytown, DC",Tammy,13,744,136,185.0,75.0,99.0,7,13,23,8,5,,,2019+,False,OTF_Data-2020.mbox,2020-02-06T15:23:17+00:00,
2020-02-08,9:10 AM,"Tenleytown, DC",Kristof,18,726,135,167.0,75.0,92.0,9,9,18,18,0,,,2019+,False,OTF_Data-2020.mbox,2020-02-08T15:05:49+00:00,
2020-02-11,10:30 AM,"Tenleytown, DC",Tammy,14,723,134,175.0,74.0,97.0,9,11,22,11,3,,,2019+,False,OTF_Data-2020.mbox,2020-02-11T16:29:11+00:00,
2020-02-12,10:30 AM,"Tenleytown, DC",Julie,16,798,137,169.0,76.0,93.0,6,12,25,14,2,,,2019+,False,OTF_Data-2020.mbox,2020-02-12T16:29:47+00:00,
2020-02-13,8:20 AM,"Tenleytown, DC",Jenn,26,766,139,176.0,77.0,97.0,10,9,11,16,10,,,2019+,False,OTF_Data-2020.mbox,2020-02-13T14:16:31+00:00,
2020-02-16,11:20 AM,"Tenleytown, DC",Kristof,22,772,140,185.0,77.0,99.0,8,9,16,10,12,,,2019+,False,OTF_Data-2020.mbox,2020-02-16T17:16:17+00:00,
2020-02-18,4:30 PM,"Tenleytown, DC",Julie,24,816,142,181.0,78.0,99.0,7,8,19,12,12,,,2019+,False,OTF_Data-2020.mbox,2020-02-18T22:29:58+00:00,
2020-02-19,4:30 PM,"Tenleytown, DC",Tammy,13,685,129,173.0,71.0,96.0,14,13,15,11,2,,,2019+,False,OTF_Data-2020.mbox,2020-02-19T22:28:41+00:00,
2020-02-20,4:30 PM,"Tenleytown, DC",Kristof,20,778,141,179.0,78.0,99.0,5,9,21,16,4,,,2019+,False,OTF_Data-2020.mbox,2020-02-20T22:28:43+00:00,
2020-02-22,10:15 AM,"Tenleytown, DC",Julie,16,716,128,179.0,71.0,99.0,15,13,15,13,3,,,2019+,False,OTF_Data-2020.mbox,2020-02-22T16:15:18+00:00,
2020-02-23,9:10 AM,"Tenleytown, DC",Molly,13,680,127,167.0,70.0,92.0,14,17,13,13,0,,,2019+,False,OTF_Data-2018.mbox,2020-02-23T15:08:29+00:00,
2020-02-25,4:30 PM,"Tenleytown, DC",Julie,26,807,145,178.0,80.0,98.0,6,7,17,15,11,,,2019+,False,OTF_Data-2020.mbox,2020-02-25T22:30:23+00:00,
2020-02-26,4:30 PM,"Tenleytown, DC",Tammy,15,723,133,194.0,73.0,99.0,12,14,16,3,12,,,2019+,False,OTF_Data-2020.mbox,2020-02-26T22:29:07+00:00,
2020-02-27,4:30 PM,"Tenleytown, DC",Julie,13,699,129,176.0,71.0,97.0,16,10,17,10,3,,,2019+,False,OTF_Data-2020.mbox,2020-02-27T22:29:20+00:00,
2020-02-29,9:10 AM,"Tenleytown, DC",Julie,17,757,134,181.0,74.0,99.0,8,16,16,13,4,,,2019+,False,OTF_Data-2020.mbox,2020-02-29T15:12:07+00:00,
2020-03-03,12:00 PM,"Tenleytown, DC",Tammy,6,696,130,168.0,72.0,93.0,9,16,25,6,0,,,2019+,False,OTF_Data-2020.mbox,2020-03-03T17:58:14+00:00,
2020-03-04,4:30 PM,"Tenleytown, DC",Tammy,5,634,123,161.0,68.0,89.0,17,13,21,5,0,,,2019+,False,OTF_Data-2020.mbox,2020-03-04T22:28:36+00:00,
2020-03-05,4:30 PM,"Tenleytown, DC",Kristof,25,779,139,179.0,77.0,99.0,11,6,14,11,14,,,2019+,False,OTF_Data-2020.mbox,2020-03-05T22:28:43+00:00,
2020-03-09,4:30 PM,"Tenleytown, DC",Tammy,23,768,140,179.0,77.0,99.0,5,12,16,16,7,,,2019+,False,OTF_Data-2020.mbox,2020-03-09T21:27:20+00:00,
2020-03-10,4:30 PM,"Tenleytown, DC",Julie,18,768,136,176.0,75.0,97.0,8,14,17,13,5,,,2019+,False,OTF_Data-2020.mbox,2020-03-10T21:28:50+00:00,
2020-03-11,4:30 PM,"Tenleytown, DC",Tammy,17,737,136,175.0,75.0,97.0,9,8,21,15,2,,,2019+,False,OTF_Data-2020.mbox,2020-03-11T21:28:21+00:00,Last class before COVID-19 studio closure
2021-05-17,7:15 AM,"Tenleytown, DC",Julie,31,952,152,186.0,84.0,103.0,1,4,24,17,14,,,2019+,False,otf_only.mbox,2021-05-17T12:15:37+00:00,First class back after COVID closure + caution period (432-day gap)
2021-05-19,6:30 PM,"Tenleytown, DC",Joanna,34,861,151,184.0,83.0,102.0,6,3,13,14,20,,,2019+,False,otf_only.mbox,2021-05-19T23:28:03+00:00,
2021-05-22,7:00 AM,"Tenleytown, DC",Joanna,25,684,152,184.0,84.0,102.0,3,1,14,14,11,,,2019+,False,otf_only.mbox,2021-05-22T11:54:58+00:00,
2021-05-24,5:15 PM,"Tenleytown, DC",Katie,14,774,132,185.0,73.0,102.0,14,4,28,10,4,,,2019+,False,otf_only.mbox,2021-05-24T22:18:13+00:00,
2021-05-26,5:15 PM,"Tenleytown, DC",Julie,24,756,141,175.0,78.0,97.0,8,7,15,16,8,,,2019+,False,otf_only.mbox,2021-05-26T22:08:44+00:00,
2021-05-29,8:15 AM,"Tenleytown, DC",Katie,29,876,146,180.0,81.0,99.0,4,8,19,18,11,,,2019+,False,otf_only.mbox,2021-05-29T13:17:04+00:00,
2021-05-31,8:30 AM,"Tenleytown, DC",Julie,38,924,152,184.0,84.0,102.0,5,2,12,21,17,,,2019+,False,otf_only.mbox,2021-05-31T13:31:26+00:00,
2021-06-03,7:10 AM,"Tenleytown, DC",Autria,19,793,141,179.0,78.0,99.0,6,8,23,9,10,,,2019+,False,otf_only.mbox,2021-06-03T12:12:40+00:00,
2021-06-05,9:10 AM,"Tenleytown, DC",Joanna,25,747,135,175.0,,,14,8,9,21,4,4178.0,,2019+,False,otf_only.mbox,2021-06-05T14:08:12+00:00,
2021-06-07,7:10 AM,"Tenleytown, DC",Julie,25,827,146,175.0,81.0,97.0,2,8,21,17,8,,,2019+,False,otf_only.mbox,2021-06-07T12:08:13+00:00,
2021-06-10,8:15 AM,"Tenleytown, DC",Autria,20,835,142,178.0,78.0,98.0,3,8,27,13,7,,,2019+,False,otf_only.mbox,2021-06-10T13:14:59+00:00,
2021-06-12,9:10 AM,"Tenleytown, DC",Joanna,31,868,148,175.0,82.0,97.0,3,6,17,20,11,,,2019+,False,otf_only.mbox,2021-06-12T14:08:15+00:00,
2021-06-14,7:10 AM,"Tenleytown, DC",Julie,18,759,135,184.0,75.0,102.0,9,16,14,10,8,,,2019+,False,otf_only.mbox,2021-06-14T12:09:30+00:00,
2021-06-16,8:15 AM,"Tenleytown, DC",Julie,35,884,152,181.0,84.0,100.0,3,1,17,21,14,,,2019+,False,otf_only.mbox,2021-06-16T13:11:58+00:00,
2021-06-19,9:10 AM,"Tenleytown, DC",Joanna,27,841,147,183.0,81.0,101.0,3,7,18,17,10,,,2019+,False,otf_only.mbox,2021-06-19T14:08:13+00:00,
2021-06-21,7:10 AM,"Tenleytown, DC",Julie,15,795,137,179.0,76.0,99.0,5,14,25,9,6,,,2019+,False,otf_only.mbox,2021-06-21T12:08:45+00:00,
2021-06-23,4:30 PM,"Tenleytown, DC",Joanna,33,859,153,184.0,85.0,102.0,0,4,18,25,8,,,2019+,False,otf_only.mbox,2021-06-23T21:25:10+00:00,
2021-06-24,5:35 PM,"Tenleytown, DC",Joanna,16,718,130,173.0,72.0,96.0,14,15,12,7,9,,,2019+,False,otf_only.mbox,2021-06-24T22:33:34+00:00,
2021-07-05,8:30 AM,"Granger, IN",Julie,33,917,152,182.0,84.0,101.0,1,5,19,18,15,,,2019+,False,otf_only.mbox,2021-07-05T13:28:25+00:00,
2021-07-09,8:25 AM,"Tenleytown, DC",Katie,20,808,138,173.0,76.0,96.0,5,15,20,18,2,,,2019+,False,otf_only.mbox,2021-07-09T13:24:28+00:00,
2021-07-10,9:30 AM,"Tenleytown, DC",Joanna,20,708,135,184.0,75.0,102.0,13,13,8,9,11,,,2019+,False,otf_only.mbox,2021-07-10T14:29:15+00:00,
2021-07-12,7:10 AM,"Tenleytown, DC",Julie,22,804,141,172.0,78.0,95.0,5,8,21,19,3,,,2019+,False,otf_only.mbox,2021-07-12T12:08:37+00:00,
2021-07-14,7:10 AM,"Tenleytown, DC",Katie,19,811,141,173.0,78.0,96.0,4,7,26,17,2,,,2019+,False,otf_only.mbox,2021-07-14T12:07:46+00:00,
2021-07-15,4:15 PM,"Tenleytown, DC",Joanna,33,860,151,176.0,83.0,97.0,3,4,15,26,7,,,2019+,False,otf_only.mbox,2021-07-15T21:14:27+00:00,
2021-07-23,8:25 AM,"Tenleytown, DC",Jackie,36,985,151,187.0,83.0,103.0,2,8,17,22,14,,,2019+,False,otf_only.mbox,2021-07-23T13:31:45+00:00,
2021-07-24,9:30 AM,"Tenleytown, DC",Katie,23,852,142,181.0,78.0,100.0,3,12,20,15,8,,,2019+,False,otf_only.mbox,2021-07-24T14:33:38+00:00,
2021-07-26,7:10 AM,"Tenleytown, DC",Julie,17,839,144,189.0,80.0,104.0,2,11,27,6,11,,,2019+,False,otf_only.mbox,2021-07-26T12:08:15+00:00,
2021-07-28,8:25 AM,"Tenleytown, DC",Julie,31,835,151,181.0,83.0,100.0,2,4,17,19,12,,,2019+,False,otf_only.mbox,2021-07-28T13:24:46+00:00,
2021-07-29,4:15 PM,"Tenleytown, DC",Joanna,33,900,150,178.0,83.0,98.0,3,7,15,17,16,,,2019+,False,otf_only.mbox,2021-07-29T21:14:45+00:00,
2021-08-01,9:30 AM,"Tenleytown, DC",Britnie,27,911,146,174.0,81.0,96.0,3,8,23,19,8,,,2019+,False,otf_only.mbox,2021-08-01T14:31:25+00:00,
2021-08-03,7:10 AM,"Tenleytown, DC",Miles,16,750,140,187.0,77.0,103.0,5,11,22,12,4,,,2019+,False,otf_only.mbox,2021-08-03T12:08:07+00:00,
2021-08-04,7:10 AM,"Tenleytown, DC",Jackie,14,841,138,173.0,76.0,96.0,5,11,30,11,3,,,2019+,False,otf_only.mbox,2021-08-04T12:13:49+00:00,
2021-08-08,8:15 AM,"Tenleytown, DC",Jackie,22,818,143,173.0,79.0,96.0,4,8,23,13,9,,,2019+,False,otf_only.mbox,2021-08-08T13:14:13+00:00,
2021-08-10,7:10 AM,"Tenleytown, DC",Miles,14,762,131,171.0,72.0,94.0,11,15,19,11,3,,,2019+,False,otf_only.mbox,2021-08-10T12:14:11+00:00,
2021-08-11,7:10 AM,"Tenleytown, DC",Jackie,18,807,141,182.0,78.0,101.0,2,12,25,13,5,,,2019+,False,otf_only.mbox,2021-08-11T12:08:54+00:00,
2021-08-13,7:10 AM,"Tenleytown, DC",Jackie,28,900,144,177.0,80.0,98.0,6,7,20,17,11,,,2019+,False,otf_only.mbox,2021-08-13T12:14:45+00:00,
2021-08-15,9:30 AM,"Tenleytown, DC",Genna,15,827,140,175.0,77.0,97.0,3,13,28,10,5,,,2019+,False,otf_only.mbox,2021-08-15T14:33:44+00:00,
2021-08-17,7:10 AM,"Tenleytown, DC",Miles,11,681,134,178.0,74.0,98.0,6,14,21,9,2,,,2019+,False,otf_only.mbox,2021-08-17T12:03:47+00:00,
2021-08-18,7:10 AM,"Tenleytown, DC",Jamel,24,855,143,174.0,79.0,96.0,2,10,22,20,4,,,2019+,False,otf_only.mbox,2021-08-18T12:09:41+00:00,
2021-08-20,7:10 AM,"Tenleytown, DC",Jackie,19,870,142,169.0,78.0,93.0,2,8,31,16,3,,,2019+,False,otf_only.mbox,2021-08-20T12:18:21+00:00,
2021-08-22,8:15 AM,"Tenleytown, DC",Jamel,13,782,138,170.0,76.0,94.0,3,11,29,12,1,,,2019+,False,otf_only.mbox,2021-08-22T13:13:52+00:00,
2021-08-23,7:10 AM,"Tenleytown, DC",Julie,24,847,146,182.0,81.0,101.0,5,6,22,15,9,,,2019+,False,otf_only.mbox,2021-08-23T12:10:06+00:00,
2021-08-25,7:10 AM,"Tenleytown, DC",Jamel,14,745,133,180.0,73.0,99.0,9,16,19,12,2,,,2019+,False,otf_only.mbox,2021-08-25T12:09:11+00:00,
2021-08-27,7:10 AM,"Tenleytown, DC",Jackie,17,725,131,169.0,72.0,93.0,13,14,12,17,0,,,2019+,False,otf_only.mbox,2021-08-27T12:08:11+00:00,
2021-08-29,8:15 AM,"Tenleytown, DC",Jamel,16,729,137,175.0,76.0,97.0,9,8,22,13,3,,,2019+,False,otf_only.mbox,2021-08-29T13:13:30+00:00,
2021-08-31,5:30 PM,"Tenleytown, DC",Joanna,21,870,139,171.0,77.0,94.0,4,13,25,20,1,,,2019+,False,otf_only.mbox,2021-08-31T22:34:03+00:00,
2021-09-01,4:15 PM,"Tenleytown, DC",Joanna,31,845,150,184.0,83.0,102.0,3,5,16,24,7,,,2019+,False,otf_only.mbox,2021-09-01T21:14:53+00:00,
2021-09-03,7:10 AM,"Tenleytown, DC",Genna,42,922,152,179.0,84.0,99.0,4,5,7,24,18,,,2019+,False,otf_only.mbox,2021-09-03T12:09:13+00:00,
2021-09-05,9:30 AM,"Tenleytown, DC",Joanna,22,770,143,174.0,79.0,96.0,3,11,17,19,3,,,2019+,False,otf_only.mbox,2021-09-05T14:30:39+00:00,
2021-09-06,12:10 PM,"Tenleytown, DC",Julie,15,693,134,175.0,74.0,97.0,7,14,17,13,2,,,2019+,False,otf_only.mbox,2021-09-06T17:04:41+00:00,
2021-09-08,4:15 PM,"Tenleytown, DC",Joanna,20,859,146,189.0,81.0,104.0,3,6,28,9,11,,,2019+,False,otf_only.mbox,2021-09-08T21:13:33+00:00,
2021-09-09,8:25 AM,"Tenleytown, DC",Genna,17,758,141,167.0,78.0,92.0,3,10,25,16,1,,,2019+,False,otf_only.mbox,2021-09-09T13:21:18+00:00,
2021-09-11,9:30 AM,"Tenleytown, DC",Genna,23,853,145,174.0,80.0,96.0,2,6,26,19,4,,,2019+,False,otf_only.mbox,2021-09-11T14:34:23+00:00,
2021-09-12,9:30 AM,"Tenleytown, DC",Jackie,17,798,138,168.0,76.0,93.0,7,9,25,16,1,,,2019+,False,otf_only.mbox,2021-09-12T14:33:01+00:00,
2021-09-17,8:25 AM,"Tenleytown, DC",Jackie,16,828,139,174.0,77.0,96.0,4,15,24,11,5,,,2019+,False,otf_only.mbox,2021-09-17T13:27:42+00:00,
2021-09-19,9:30 AM,"Tenleytown, DC",Jackie,14,696,127,176.0,70.0,97.0,19,12,14,12,2,,,2019+,False,otf_only.mbox,2021-09-19T14:29:59+00:00,
2021-09-21,5:30 PM,"Tenleytown, DC",Ennis,22,849,143,181.0,79.0,100.0,4,7,25,10,12,,,2019+,False,otf_only.mbox,2021-09-21T22:31:01+00:00,
2021-09-23,7:10 AM,"Tenleytown, DC",Julie,24,834,141,189.0,78.0,104.0,8,17,9,4,20,,,2019+,False,otf_only.mbox,2021-09-23T12:09:07+00:00,
2021-09-24,8:25 AM,"Tenleytown, DC",Joanna,21,767,139,174.0,77.0,96.0,7,9,18,20,1,,,2019+,False,otf_only.mbox,2021-09-24T13:25:48+00:00,
2021-09-26,9:30 AM,"Tenleytown, DC",Jackie,16,814,132,173.0,73.0,96.0,11,17,20,14,2,,,2019+,False,otf_only.mbox,2021-09-26T14:34:26+00:00,
2021-09-28,8:25 AM,"Tenleytown, DC",Julie,18,708,134,169.0,74.0,93.0,11,8,17,17,1,,,2019+,False,otf_only.mbox,2021-09-28T13:23:20+00:00,
2021-09-29,5:30 PM,"Tenleytown, DC",Joanna,14,740,133,172.0,73.0,95.0,10,14,20,9,5,,,2019+,False,otf_only.mbox,2021-09-29T22:31:06+00:00,
2021-10-01,7:10 AM,"Tenleytown, DC",Melissa,18,841,136,174.0,75.0,96.0,6,18,20,11,7,,,2019+,False,otf_only.mbox,2021-10-01T12:16:13+00:00,
2021-10-03,9:30 AM,"Tenleytown, DC",Jackie,22,784,143,181.0,79.0,100.0,6,8,19,11,11,,,2019+,False,otf_only.mbox,2021-10-03T14:30:10+00:00,
2021-10-05,8:25 AM,"Tenleytown, DC",Miles,26,839,146,183.0,81.0,101.0,2,9,18,20,6,,,2019+,False,otf_only.mbox,2021-10-05T13:23:09+00:00,
2021-10-06,5:30 PM,"Tenleytown, DC",Joanna,15,791,137,169.0,76.0,93.0,5,12,26,14,1,,,2019+,False,otf_only.mbox,2021-10-06T22:33:35+00:00,
2021-10-08,7:10 AM,"Tenleytown, DC",Genna,26,838,148,177.0,82.0,98.0,2,5,22,17,9,,,2019+,False,otf_only.mbox,2021-10-08T12:06:12+00:00,
2021-10-10,9:30 AM,"Tenleytown, DC",Jackie,19,818,136,171.0,75.0,94.0,2,24,16,15,4,,,2019+,False,otf_only.mbox,2021-10-10T14:34:19+00:00,
2021-10-11,5:30 PM,"Tenleytown, DC",Ennis,8,701,126,161.0,,,15,13,23,8,0,2895.0,,2019+,False,otf_only.mbox,2021-10-11T22:31:53+00:00,
2021-10-14,7:10 AM,"Tenleytown, DC",Julie,38,948,147,175.0,81.0,97.0,6,7,13,21,17,,,2019+,False,otf_only.mbox,2021-10-14T12:14:45+00:00,
2021-10-16,9:30 AM,"Tenleytown, DC",Joanna,25,864,143,171.0,79.0,94.0,4,8,22,23,2,,,2019+,False,otf_only.mbox,2021-10-16T14:33:29+00:00,
2021-10-17,9:30 AM,"Tenleytown, DC",Jackie,12,724,128,173.0,71.0,96.0,16,12,17,10,2,,,2019+,False,otf_only.mbox,2021-10-17T14:32:53+00:00,
2021-10-19,8:25 AM,"Tenleytown, DC",Julie,12,759,134,180.0,74.0,99.0,6,14,25,9,3,,,2019+,False,otf_only.mbox,2021-10-19T13:24:21+00:00,
2021-10-21,7:10 AM,"Tenleytown, DC",Julie,25,853,146,173.0,81.0,96.0,2,6,24,23,2,,,2019+,False,otf_only.mbox,2021-10-21T12:09:23+00:00,
2021-10-23,9:30 AM,"Tenleytown, DC",Julie,23,827,146,170.0,81.0,94.0,0,7,26,21,2,,,2019+,False,otf_only.mbox,2021-10-23T14:29:42+00:00,
2021-10-24,9:30 AM,"Tenleytown, DC",Jackie,33,914,149,178.0,82.0,98.0,4,7,15,17,16,,,2019+,False,otf_only.mbox,2021-10-24T14:36:39+00:00,
2021-10-26,8:25 AM,"Tenleytown, DC",Julie,24,739,141,186.0,78.0,103.0,12,11,6,8,16,,,2019+,False,otf_only.mbox,2021-10-26T13:23:32+00:00,
2021-10-27,5:30 PM,"Tenleytown, DC",Joanna,16,733,130,182.0,72.0,101.0,17,14,11,5,11,,,2019+,False,otf_only.mbox,2021-10-27T22:34:03+00:00,
2021-10-29,7:10 AM,"Tenleytown, DC",Genna,19,758,135,174.0,75.0,96.0,7,12,19,17,2,,,2019+,False,otf_only.mbox,2021-10-29T12:09:28+00:00,
2021-10-30,9:30 AM,"Tenleytown, DC",Joanna,26,892,146,175.0,81.0,97.0,2,10,22,17,9,,,2019+,False,otf_only.mbox,2021-10-30T14:32:19+00:00,
2021-11-02,7:10 AM,"Tenleytown, DC",Genna,18,780,134,170.0,74.0,94.0,9,16,17,17,1,,,2019+,False,otf_only.mbox,2021-11-02T12:11:32+00:00,
2021-11-03,8:25 AM,"Tenleytown, DC",Julie,26,726,150,178.0,83.0,98.0,2,4,16,19,7,,,2019+,False,otf_only.mbox,2021-11-03T13:23:05+00:00,
2021-11-05,7:10 AM,"Tenleytown, DC",Genna,16,791,135,169.0,75.0,93.0,6,17,20,13,3,,,2019+,False,otf_only.mbox,2021-11-05T12:12:07+00:00,
2021-11-06,9:30 AM,"Tenleytown, DC",Joanna,19,734,134,183.0,74.0,101.0,12,10,15,7,12,,,2019+,False,otf_only.mbox,2021-11-06T14:30:57+00:00,
2021-11-07,9:30 AM,"Tenleytown, DC",Jackie,15,822,136,175.0,75.0,97.0,8,8,29,13,2,,,2019+,False,otf_only.mbox,2021-11-07T15:33:47+00:00,
2021-11-09,4:15 PM,"Tenleytown, DC",Joanna,22,819,141,172.0,78.0,95.0,4,8,24,19,3,,,2019+,False,otf_only.mbox,2021-11-09T22:16:02+00:00,
2021-11-11,7:10 AM,"Tenleytown, DC",Julie,24,780,139,178.0,77.0,98.0,7,9,16,19,5,,,2019+,False,otf_only.mbox,2021-11-11T13:06:37+00:00,
2021-11-12,7:10 AM,"Tenleytown, DC",Genna,14,776,136,173.0,75.0,96.0,5,12,27,11,3,,,2019+,False,otf_only.mbox,2021-11-12T13:08:37+00:00,
2021-11-14,9:30 AM,"Tenleytown, DC",Roxanne,15,768,138,170.0,76.0,94.0,3,14,24,13,2,,,2019+,False,otf_only.mbox,2021-11-14T15:28:58+00:00,
