workout_date,class_time,studio,coach,splat_points,calories,avg_hr,peak_hr,avg_pct_max_hr,peak_pct_max_hr,zone_gray_min,zone_blue_min,zone_green_min,zone_orange_min,zone_red_min,steps,class_type,template,is_forward,source_file,email_date_utc,note
2019-02-27,4:30 PM,"Tenleytown, DC",Molly,21,776,144,185.0,79.0,99.0,4,10,19,10,11,2.0,,2019+,False,OTF_Data-2019.mbox,2019-02-27T22:28:18+00:00,
2019-02-28,9:15 AM,"Tenleytown, DC",Kristof,22,749,145,177.0,80.0,97.0,4,6,20,15,7,1.0,,2019+,False,OTF_Data-2019.mbox,2019-02-28T15:09:04+00:00,
2019-03-02,10:15 AM,"Tenleytown, DC",Kristof,29,864,145,179.0,80.0,98.0,4,9,16,18,11,2.0,,2019+,False,OTF_Data-2019.mbox,2019-03-02T16:15:15+00:00,
2019-03-04,4:30 PM,"Tenleytown, DC",Tammy,30,847,150,187.0,82.0,99.0,5,4,16,12,18,2.0,,2019+,False,OTF_Data-2019.mbox,2019-03-04T22:29:08+00:00,
2019-03-06,9:15 AM,"Tenleytown, DC",Tammy,26,781,146,178.0,80.0,98.0,4,7,15,16,10,1.0,,2019+,False,OTF_Data-2019.mbox,2019-03-06T15:08:59+00:00,
2019-03-07,9:15 AM,"Tenleytown, DC",Kristof,14,715,130,172.0,71.0,95.0,13,17,14,13,1,2.0,,2019+,False,OTF_Data-2019.mbox,2019-03-07T15:15:47+00:00,
2019-03-11,4:30 PM,"Tenleytown, DC",Tammy,21,795,144,185.0,79.0,99.0,7,9,17,6,15,1.0,,2019+,False,OTF_Data-2019.mbox,2019-03-11T21:27:58+00:00,
2019-03-12,4:30 PM,"Tenleytown, DC",Jack,25,848,144,181.0,80.0,99.0,5,10,18,13,12,2.0,,2019+,False,OTF_Data-2019.mbox,2019-03-12T21:30:46+00:00,
2019-03-14,9:15 AM,"Tenleytown, DC",Tammy,37,902,151,183.0,83.0,99.0,6,4,11,19,18,2.0,,2019+,False,OTF_Data-2019.mbox,2019-03-14T14:16:41+00:00,
2019-03-17,12:30 PM,"Tenleytown, DC",Kristof,27,850,149,182.0,82.0,99.0,1,6,21,15,12,1.0,,2019+,False,OTF_Data-2019.mbox,2019-03-17T17:29:49+00:00,
2019-03-19,9:15 AM,"Tenleytown, DC",Molly,18,773,140,181.0,77.0,99.0,3,11,23,13,5,2.0,,2019+,False,OTF_Data-2019.mbox,2019-03-19T14:13:28+00:00,
2019-03-20,9:15 AM,"Tenleytown, DC",Tammy,24,809,141,176.0,78.0,97.0,7,9,18,14,10,2.0,,2019+,False,OTF_Data-2019.mbox,2019-03-20T14:16:39+00:00,
2019-03-23,10:15 AM,"Tenleytown, DC",Kristof,28,798,148,184.0,82.0,99.0,4,6,15,13,15,1.0,,2019+,False,OTF_Data-2019.mbox,2019-03-23T15:11:13+00:00,
2019-03-23,11:20 AM,"Tenleytown, DC",Kristof,0,0,0,80.0,0.0,44.0,1,0,0,0,0,,,2019+,False,OTF_Data-2019.mbox,2019-03-23T16:17:17+00:00,
2019-03-24,11:20 AM,"Tenleytown, DC",Tammy,22,768,138,181.0,76.0,99.0,8,10,17,16,6,1.0,,2019+,False,OTF_Data-2019.mbox,2019-03-24T16:18:03+00:00,
2019-03-26,4:30 PM,"Tenleytown, DC",Jack,32,899,151,183.0,83.0,99.0,3,7,18,18,14,,,2019+,False,OTF_Data-2019.mbox,2019-03-26T21:32:53+00:00,
2019-03-28,12:00 PM,"Tenleytown, DC",Kristof,21,812,143,177.0,79.0,98.0,2,9,24,18,3,3.0,,2019+,False,OTF_Data-2019.mbox,2019-03-28T17:00:11+00:00,
2019-03-31,6:30 AM,"Tenleytown, DC",Jenn,47,1144,165,198.0,91.0,99.0,1,8,9,1,46,3.0,,2019+,False,OTF_Data-2019.mbox,2019-03-31T11:47:56+00:00,
2019-04-02,12:00 PM,"Tenleytown, DC",Tammy,25,758,141,175.0,78.0,97.0,7,9,14,17,8,2.0,,2019+,False,OTF_Data-2019.mbox,2019-04-02T16:59:22+00:00,
2019-04-04,4:30 PM,"Tenleytown, DC",Jack,24,838,144,188.0,80.0,99.0,10,7,17,3,21,1.0,,2019+,False,OTF_Data-2019.mbox,2019-04-04T21:32:41+00:00,
2019-04-06,8:05 AM,"Tenleytown, DC",Jenn,42,931,156,184.0,86.0,99.0,4,3,8,16,26,1.0,,2019+,False,OTF_Data-2019.mbox,2019-04-06T13:03:35+00:00,
2019-04-07,9:10 AM,"Tenleytown, DC",Molly,26,801,145,186.0,80.0,99.0,5,9,14,13,13,1.0,,2019+,False,OTF_Data-2019.mbox,2019-04-07T14:07:28+00:00,
2019-04-08,9:25 AM,"Tenleytown, DC",Jenn,16,755,143,173.0,79.0,96.0,1,9,27,13,3,2.0,,2019+,False,OTF_Data-2019.mbox,2019-04-08T14:21:26+00:00,
2019-04-10,6:10 AM,"Pasadena, CA",Ralph,30,890,152,189.0,84.0,99.0,1,5,21,14,16,,,2019+,False,OTF_Data-2019.mbox,2019-04-10T14:09:08+00:00,
2019-04-11,8:00 PM,"Pasadena, CA",Cara,24,753,140,174.0,77.0,96.0,7,9,14,19,5,,,2019+,False,OTF_Data-2019.mbox,2019-04-12T03:57:54+00:00,
2019-04-15,8:45 AM,Chicago-River West,Cecily,36,909,154,184.0,85.0,99.0,3,2,16,17,19,,,2019+,False,OTF_Data-2019.mbox,2019-04-15T14:43:21+00:00,
2019-04-21,7:00 AM,"Tenleytown, DC",Molly,20,785,142,179.0,78.0,99.0,4,10,21,12,8,1.0,,2019+,False,OTF_Data-2019.mbox,2019-04-21T11:58:57+00:00,
2019-04-22,12:00 PM,"Tenleytown, DC",Jack,36,880,155,187.0,86.0,99.0,4,3,11,13,23,1.0,,2019+,False,OTF_Data-2019.mbox,2019-04-22T16:55:55+00:00,
2019-04-23,9:25 AM,"Tenleytown, DC",Molly,14,702,136,175.0,75.0,97.0,5,13,20,11,3,,,2019+,False,OTF_Data-2019.mbox,2019-04-23T14:20:42+00:00,
2019-04-26,3:30 PM,"Tenleytown, DC",Jack,27,790,148,182.0,82.0,99.0,2,9,14,14,13,2.0,,2019+,False,OTF_Data-2019.mbox,2019-04-26T20:22:50+00:00,
2019-04-28,9:10 AM,"Tenleytown, DC",Molly,26,804,141,188.0,78.0,99.0,11,12,8,10,16,1.0,,2019+,False,OTF_Data-2019.mbox,2019-04-28T14:08:12+00:00,
2019-04-29,7:15 AM,"Tenleytown, DC",Jenn,25,832,142,176.0,78.0,97.0,6,6,21,19,6,2.0,,2019+,False,OTF_Data-2019.mbox,2019-04-29T12:15:16+00:00,
2019-04-30,7:15 AM,"Tenleytown, DC",Jenn,26,787,144,174.0,80.0,96.0,4,6,18,21,5,1.0,,2019+,False,OTF_Data-2019.mbox,2019-04-30T12:14:12+00:00,
2019-05-02,4:30 PM,"Tenleytown, DC",Jack,22,816,143,191.0,79.0,99.0,3,11,21,15,7,2.0,,2019+,False,OTF_Data-2019.mbox,2019-05-02T21:29:36+00:00,
2019-05-04,12:30 PM,"Tenleytown, DC",Kristof,14,699,133,171.0,73.0,94.0,9,12,20,12,2,2.0,,2019+,False,OTF_Data-2019.mbox,2019-05-04T17:28:34+00:00,
2019-05-05,11:20 AM,"Tenleytown, DC",Jack,18,801,140,178.0,77.0,98.0,5,10,25,12,6,1.0,,2019+,False,OTF_Data-2019.mbox,2019-05-05T16:20:49+00:00,
2019-05-07,8:20 AM,"Tenleytown, DC",Molly,17,788,136,197.0,75.0,99.0,9,15,18,10,7,1.0,,2019+,False,OTF_Data-2019.mbox,2019-05-07T13:20:00+00:00,
2019-05-09,8:20 AM,"Tenleytown, DC",Kristof,15,713,135,177.0,75.0,98.0,6,14,18,12,3,,,2019+,False,OTF_Data-2019.mbox,2019-05-09T13:15:32+00:00,
2019-05-11,10:15 AM,"Tenleytown, DC",Kristof,31,849,153,180.0,85.0,99.0,1,4,18,15,16,2.0,,2019+,False,OTF_Data-2019.mbox,2019-05-11T15:15:32+00:00,
2019-05-12,10:15 AM,"Tenleytown, DC",Jack,20,784,137,183.0,76.0,99.0,9,18,11,7,13,1.0,,2019+,False,OTF_Data-2019.mbox,2019-05-12T15:16:55+00:00,
2019-05-15,8:20 AM,"Tenleytown, DC",Tammy,18,764,139,192.0,77.0,99.0,8,11,18,6,12,2.0,,2019+,False,OTF_Data-2019.mbox,2019-05-15T13:18:35+00:00,
2019-05-16,8:20 AM,"Tenleytown, DC",Kristof,16,747,136,172.0,75.0,95.0,5,13,22,15,1,2.0,,2019+,False,OTF_Data-2019.mbox,2019-05-16T13:17:42+00:00,
2019-05-18,8:05 AM,"Tenleytown, DC",Jenn,24,766,136,191.0,75.0,99.0,14,10,10,9,15,1.0,,2019+,False,OTF_Data-2019.mbox,2019-05-18T13:03:11+00:00,
2019-05-21,8:20 AM,"Tenleytown, DC",Molly,40,930,156,187.0,86.0,99.0,8,1,6,9,31,,,2019+,False,OTF_Data-2019.mbox,2019-05-21T13:17:21+00:00,
2019-05-23,8:20 AM,"Tenleytown, DC",Kristof,37,900,155,184.0,86.0,99.0,2,2,14,18,19,2.0,,2019+,False,OTF_Data-2019.mbox,2019-05-23T13:18:43+00:00,
2019-05-24,10:30 AM,"Tenleytown, DC",Jenn,20,730,133,183.0,73.0,99.0,14,13,9,11,9,,,2019+,False,OTF_Data-2019.mbox,2019-05-24T15:32:13+00:00,
2019-05-27,8:05 AM,"Tenleytown, DC",Jenn,33,892,150,191.0,83.0,99.0,8,2,15,13,20,,,2019+,False,OTF_Data-2019.mbox,2019-05-27T13:04:53+00:00,
2019-05-30,8:20 AM,"Tenleytown, DC",Kristof,18,698,132,175.0,73.0,97.0,11,15,10,13,5,2.0,,2019+,False,OTF_Data-2019.mbox,2019-05-30T13:17:23+00:00,
2019-05-31,8:20 AM,"Tenleytown, DC",Jenn,18,732,134,198.0,74.0,99.0,12,12,15,10,8,1.0,,2019+,False,OTF_Data-2019.mbox,2019-05-31T13:16:26+00:00,
2019-06-02,9:10 AM,"Tenleytown, DC",Molly,15,730,132,174.0,73.0,96.0,12,12,19,12,3,,,2019+,False,OTF_Data-2019.mbox,2019-06-02T14:09:35+00:00,
2019-06-06,10:30 AM,"Tenleytown, DC",Kristof,16,694,131,178.0,72.0,98.0,9,19,10,12,4,1.0,,2019+,False,OTF_Data-2019.mbox,2019-06-06T15:28:00+00:00,
2019-06-08,11:20 AM,"Tenleytown, DC",Kristof,13,737,130,167.0,72.0,92.0,11,12,23,13,0,1.0,,2019+,False,OTF_Data-2019.mbox,2019-06-08T16:22:22+00:00,
2019-06-09,10:15 AM,"Tenleytown, DC",Tammy,23,811,139,179.0,77.0,99.0,8,10,17,17,6,1.0,,2019+,False,OTF_Data-2019.mbox,2019-06-09T15:14:45+00:00,
2019-06-12,7:45 PM,"Tenleytown, DC",Molly,21,790,140,179.0,77.0,99.0,7,9,19,13,8,2.0,,2019+,False,OTF_Data-2019.mbox,2019-06-13T00:46:28+00:00,
2019-06-13,7:15 AM,"Tenleytown, DC",Raye,18,782,140,178.0,77.0,98.0,4,8,25,17,1,1.0,,2019+,False,OTF_Data-2019.mbox,2019-06-13T12:12:01+00:00,
2019-06-28,8:30 AM,"San Francisco - Financial District, CA",Janessa,42,972,162,192.0,,,2,0,12,17,25,4111.0,,2019+,False,OTF_Data-2019.mbox,2019-06-28T16:28:52+00:00,
2019-06-30,9:10 AM,"Tenleytown, DC",Brennan,27,868,147,182.0,81.0,99.0,2,9,20,14,13,,,2019+,False,OTF_Data-2019.mbox,2019-06-30T14:13:02+00:00,
2019-07-01,8:20 AM,"Tenleytown, DC",Brennan,22,740,140,186.0,77.0,99.0,8,8,16,15,7,,,2019+,False,OTF_Data-2019.mbox,2019-07-01T13:14:07+00:00,
2019-07-03,8:20 AM,"Tenleytown, DC",Jack,30,889,151,185.0,83.0,99.0,2,5,19,15,15,,,2019+,False,OTF_Data-2019.mbox,2019-07-03T13:18:25+00:00,
2019-07-04,8:05 AM,"Tenleytown, DC",Kristof,19,739,137,175.0,76.0,97.0,8,7,20,16,3,,,2019+,False,OTF_Data-2019.mbox,2019-07-04T13:02:47+00:00,
2019-07-06,9:10 AM,"Tenleytown, DC",Jack,27,840,142,183.0,78.0,99.0,6,12,14,13,14,,,2019+,False,OTF_Data-2019.mbox,2019-07-06T14:10:15+00:00,
2019-07-07,9:10 AM,"Tenleytown, DC",Brennan,27,823,143,182.0,79.0,99.0,5,9,15,19,8,,,2019+,False,OTF_Data-2019.mbox,2019-07-07T14:07:49+00:00,
2019-07-10,7:15 AM,"Tenleytown, DC",Julie,21,763,136,195.0,75.0,99.0,9,14,13,10,11,,,2019+,False,OTF_Data-2019.mbox,2019-07-10T12:12:50+00:00,
2019-07-11,8:20 AM,"Tenleytown, DC",Kristof,18,767,136,178.0,75.0,98.0,7,12,20,15,3,,,2019+,False,OTF_Data-2019.mbox,2019-07-11T13:18:46+00:00,
2019-07-13,10:15 AM,"Tenleytown, DC",Jack,25,767,146,179.0,81.0,99.0,3,9,15,18,7,,,2019+,False,OTF_Data-2019.mbox,2019-07-13T15:11:51+00:00,
2019-07-14,10:15 AM,"Tenleytown, DC",Jack,21,799,140,182.0,77.0,99.0,6,11,19,12,9,,,2019+,False,OTF_Data-2019.mbox,2019-07-14T15:13:17+00:00,
2019-07-16,8:20 AM,"Tenleytown, DC",Brennan,15,676,127,173.0,70.0,96.0,12,18,10,13,2,,,2019+,False,OTF_Data-2019.mbox,2019-07-16T13:17:01+00:00,
2019-07-17,8:20 AM,"Tenleytown, DC",Raye,24,859,140,188.0,77.0,99.0,6,9,22,18,6,,,2019+,False,OTF_Data-2019.mbox,2019-07-17T13:22:50+00:00,
2019-07-19,8:20 AM,"Tenleytown, DC",Brennan,15,717,134,253.0,74.0,99.0,9,11,20,14,1,,,2019+,False,OTF_Data-2019.mbox,2019-07-19T13:15:24+00:00,
2019-07-21,10:15 AM,"Tenleytown, DC",Jack,21,703,133,181.0,73.0,99.0,17,8,9,14,7,,,2019+,False,OTF_Data-2019.mbox,2019-07-21T15:13:27+00:00,
2019-07-23,8:20 AM,"Tenleytown, DC",Brennan,19,722,135,183.0,75.0,99.0,8,10,17,13,6,,,2019+,False,OTF_Data-2019.mbox,2019-07-23T13:16:26+00:00,
2019-07-24,8:20 AM,"Tenleytown, DC",Raye,14,750,137,174.0,76.0,96.0,5,10,26,13,1,,,2019+,False,OTF_Data-2019.mbox,2019-07-24T13:17:02+00:00,
2019-07-26,8:20 AM,"Tenleytown, DC",Brennan,33,867,146,177.0,81.0,98.0,7,4,14,23,10,,,2019+,False,OTF_Data-2019.mbox,2019-07-26T13:18:49+00:00,
2019-07-28,8:05 AM,"Tenleytown, DC",Brennan,20,781,139,184.0,77.0,99.0,5,10,22,16,4,,,2019+,False,OTF_Data-2019.mbox,2019-07-28T13:02:33+00:00,
2019-07-30,5:30 PM,"Tenleytown, DC",Jack,27,812,144,179.0,80.0,99.0,7,7,15,12,15,,,2019+,False,OTF_Data-2019.mbox,2019-07-30T22:29:05+00:00,
2019-07-31,5:30 PM,"Tenleytown, DC",Kristof,20,727,139,181.0,77.0,99.0,6,9,17,14,6,,,2019+,False,OTF_Data-2019.mbox,2019-07-31T22:23:50+00:00,
2019-08-03,9:10 AM,"Tenleytown, DC",Kristof,18,713,132,179.0,73.0,99.0,14,11,13,13,5,,,2019+,False,OTF_Data-2019.mbox,2019-08-03T14:08:20+00:00,
2019-08-04,9:10 AM,"Tenleytown, DC",Brennan,18,744,135,174.0,75.0,96.0,10,10,18,16,2,,,2019+,False,OTF_Data-2019.mbox,2019-08-04T14:08:30+00:00,
2019-08-06,5:30 PM,"Tenleytown, DC",Jack,15,698,129,178.0,71.0,98.0,15,10,16,12,3,,,2019+,False,OTF_Data-2019.mbox,2019-08-06T22:29:39+00:00,
2019-08-09,8:20 AM,"Tenleytown, DC",Raye,20,768,138,173.0,76.0,96.0,9,4,24,17,3,,,2019+,False,OTF_Data-2019.mbox,2019-08-09T13:17:20+00:00,
2019-08-11,8:15 AM,"Granger, IN",Katie,14,725,134,182.0,74.0,99.0,6,15,20,10,4,,,2019+,False,OTF_Data-2019.mbox,2019-08-11T13:12:25+00:00,
2019-08-13,8:15 AM,"Granger, IN",Katie,21,796,141,181.0,78.0,99.0,6,9,20,13,8,,,2019+,False,OTF_Data-2019.mbox,2019-08-13T13:12:39+00:00,
2019-08-14,8:15 AM,"Granger, IN",Julie,20,740,135,189.0,75.0,99.0,10,13,13,11,9,,,2019+,False,OTF_Data-2019.mbox,2019-08-14T13:13:39+00:00,
2019-08-22,9:15 AM,"Chicago - Logan Square, IL",Mike,24,832,142,183.0,78.0,99.0,3,12,19,16,8,,,2019+,False,OTF_Data-2019.mbox,2019-08-22T15:13:21+00:00,
2019-08-24,8:00 AM,"Chicago - Logan Square, IL",Kendel,17,798,141,178.0,78.0,98.0,3,9,28,14,3,,,2019+,False,OTF_Data-2019.mbox,2019-08-24T13:59:48+00:00,
2019-08-26,4:30 PM,"Tenleytown, DC",Tammy,21,818,140,178.0,77.0,98.0,4,14,19,14,7,,,2019+,False,OTF_Data-2019.mbox,2019-08-26T21:30:25+00:00,
2019-08-28,4:30 PM,"Tenleytown, DC",Kristof,28,837,148,182.0,82.0,99.0,3,4,20,19,9,,,2019+,False,OTF_Data-2019.mbox,2019-08-28T21:27:20+00:00,
2019-08-29,4:30 PM,"Tenleytown, DC",Jack,20,754,143,177.0,79.0,98.0,4,6,22,15,5,,,2019+,False,OTF_Data-2019.mbox,2019-08-29T21:23:21+00:00,
2019-09-01,9:10 AM,"Tenleytown, DC",Jack,15,728,132,174.0,73.0,96.0,14,10,18,12,3,,,2019+,False,OTF_Data-2019.mbox,2019-09-01T14:08:32+00:00,
2019-09-03,4:30 PM,"Tenleytown, DC",Kevin,24,829,144,180.0,80.0,99.0,4,8,21,15,9,,,2019+,False,OTF_Data-2019.mbox,2019-09-03T21:29:23+00:00,
2019-09-05,4:30 PM,"Tenleytown, DC",Jack,14,654,132,180.0,73.0,99.0,10,13,14,9,5,,,2019+,False,OTF_Data-2019.mbox,2019-09-05T21:28:15+00:00,
2019-09-06,8:20 AM,"Tenleytown, DC",Brennan,22,792,138,183.0,76.0,99.0,7,13,16,15,7,,,2019+,False,OTF_Data-2019.mbox,2019-09-06T13:23:03+00:00,
2019-09-08,9:10 AM,"Tenleytown, DC",Jack,13,677,131,171.0,72.0,94.0,11,10,19,12,1,,,2019+,False,OTF_Data-2019.mbox,2019-09-08T14:04:33+00:00,
2019-09-12,8:20 AM,"Tenleytown, DC",Kevin,37,891,150,179.0,83.0,99.0,4,6,11,24,13,,,2019+,False,OTF_Data-2019.mbox,2019-09-12T13:17:53+00:00,
2019-09-13,8:20 AM,"Tenleytown, DC",Brennan,22,763,139,180.0,,,9,12,12,10,12,3716.0,,2019+,False,OTF_Data-2019.mbox,2019-09-13T13:17:27+00:00,
2019-09-13,12:00 PM,"Tenleytown, DC",Brennan,0,20,78,97.0,,,4,0,0,0,0,16.0,,2019+,False,OTF_Data-2019.mbox,2019-09-13T17:00:49+00:00,
2019-09-15,9:10 AM,"Tenleytown, DC",Jack,16,684,135,176.0,75.0,97.0,10,9,17,12,4,,,2019+,False,OTF_Data-2019.mbox,2019-09-15T14:02:50+00:00,
2019-09-17,9:25 AM,"Tenleytown, DC",Tammy,13,665,130,171.0,72.0,94.0,13,11,16,11,2,,,2019+,False,OTF_Data-2019.mbox,2019-09-17T14:23:00+00:00,
2019-09-19,9:25 AM,"Tenleytown, DC",Kevin,26,824,146,179.0,81.0,99.0,2,9,19,18,8,,,2019+,False,OTF_Data-2019.mbox,2019-09-19T14:25:02+00:00,
2019-09-20,8:20 AM,"Tenleytown, DC",Brennan,29,885,150,196.0,83.0,99.0,4,6,18,10,19,,,2019+,False,OTF_Data-2019.mbox,2019-09-20T13:18:24+00:00,
2019-09-22,9:10 AM,"Tenleytown, DC",Jack,23,709,134,184.0,74.0,99.0,16,8,7,15,8,,,2019+,False,OTF_Data-2019.mbox,2019-09-22T14:08:15+00:00,
2019-09-24,12:00 PM,"Tenleytown, DC",Jack,25,804,148,181.0,82.0,99.0,2,4,21,17,8,,,2019+,False,OTF_Data-2019.mbox,2019-09-24T16:53:11+00:00,
2019-09-26,8:20 AM,"Tenleytown, DC",Kevin,4,664,122,163.0,67.0,90.0,17,21,18,4,0,,,2019+,False,OTF_Data-2019.mbox,2019-09-26T13:23:04+00:00,
2019-09-29,6:30 AM,"Tenleytown, DC",Jack,42,928,166,193.0,92.0,99.0,3,3,3,1,41,,,2019+,False,OTF_Data-2019.mbox,2019-09-29T11:37:56+00:00,
2019-10-03,12:00 PM,"Tenleytown, DC",Kevin,12,734,129,173.0,71.0,96.0,14,14,20,10,2,,,2019+,False,OTF_Data-2019.mbox,2019-10-03T17:02:00+00:00,
2019-10-08,4:30 PM,"Tenleytown, DC",Kevin,10,712,133,181.0,73.0,99.0,5,16,24,8,2,,,2019+,False,OTF_Data-2019.mbox,2019-10-08T21:29:17+00:00,
2019-10-10,9:25 AM,"Tenleytown, DC",Kevin,20,778,140,177.0,77.0,98.0,6,12,20,14,6,,,2019+,False,OTF_Data-2019.mbox,2019-10-10T14:28:11+00:00,
2019-10-13,10:15 AM,"Tenleytown, DC",Jack,27,808,143,179.0,79.0,99.0,8,9,12,13,14,,,2019+,False,OTF_Data-2019.mbox,2019-10-13T15:13:48+00:00,
2019-10-15,12:00 PM,"Tenleytown, DC",Tammy,26,837,147,182.0,81.0,99.0,2,3,24,21,5,,,2019+,False,OTF_Data-2019.mbox,2019-10-15T16:56:42+00:00,
2019-10-17,12:00 PM,"Tenleytown, DC",Tammy,23,732,141,184.0,78.0,99.0,9,9,11,10,13,,,2019+,False,OTF_Data-2019.mbox,2019-10-18T15:05:43+00:00,
2019-10-18,8:20 AM,"Tenleytown, DC",Jenn,25,816,144,175.0,80.0,97.0,3,12,16,15,10,,,2019+,False,OTF_Data-2019.mbox,2019-10-18T15:29:26+00:00,
2019-10-21,4:30 PM,"Tenleytown, DC",Tammy,29,853,147,184.0,81.0,99.0,4,8,16,13,16,,,2019+,False,OTF_Data-2019.mbox,2019-10-21T21:29:09+00:00,
2019-10-24,4:30 PM,"Tenleytown, DC",Jack,28,819,148,177.0,82.0,98.0,5,3,18,16,12,,,2019+,False,OTF_Data-2019.mbox,2019-10-24T21:24:43+00:00,
2019-10-26,11:20 AM,"Tenleytown, DC",Angie,22,810,137,176.0,76.0,97.0,11,9,17,14,8,,,2019+,False,OTF_Data-2019.mbox,2019-10-26T16:22:03+00:00,
2019-10-27,11:20 AM,"Tenleytown, DC",Kevin,15,797,137,173.0,76.0,96.0,8,7,28,13,2,,,2019+,False,OTF_Data-2019.mbox,2019-10-27T16:19:27+00:00,
2019-10-29,4:30 PM,"Tenleytown, DC",Angie,22,804,137,185.0,76.0,99.0,15,8,15,7,15,,,2019+,False,OTF_Data-2019.mbox,2019-10-29T21:30:59+00:00,
2019-10-30,10:30 AM,"Tenleytown, DC",Jenn,33,797,151,178.0,83.0,98.0,3,5,11,19,14,,,2019+,False,OTF_Data-2019.mbox,2019-10-30T15:23:13+00:00,
2019-11-02,11:20 AM,"Tenleytown, DC",Angie,15,765,131,173.0,72.0,96.0,13,9,23,12,3,,,2019+,False,OTF_Data-2019.mbox,2019-11-02T16:24:24+00:00,
2019-11-03,11:20 AM,"Tenleytown, DC",Kevin,15,758,135,174.0,75.0,96.0,8,12,23,14,1,,,2019+,False,OTF_Data-2019.mbox,2019-11-03T17:20:54+00:00,
2019-11-04,5:35 PM,"Tenleytown, DC",Angie,19,750,140,175.0,77.0,97.0,5,8,22,16,3,,,2019+,False,OTF_Data-2019.mbox,2019-11-04T23:31:54+00:00,
2019-11-06,4:30 PM,"Tenleytown, DC",Jack,18,729,134,179.0,74.0,99.0,13,15,10,7,11,,,2019+,False,OTF_Data-2019.mbox,2019-11-06T22:28:17+00:00,
2019-11-07,4:30 PM,"Tenleytown, DC",Julie,16,776,132,187.0,73.0,99.0,12,17,15,9,7,,,2019+,False,OTF_Data-2019.mbox,2019-11-07T22:33:15+00:00,
2019-11-13,12:00 PM,"Tenleytown, DC",Julie,26,791,142,179.0,78.0,99.0,6,8,16,18,8,,,2019+,False,OTF_Data-2019.mbox,2019-11-13T18:00:08+00:00,
2019-11-14,4:30 PM,"Tenleytown, DC",Julie,12,740,128,166.0,71.0,92.0,12,17,20,12,0,,,2019+,False,OTF_Data-2019.mbox,2019-11-14T22:32:16+00:00,
2019-11-15,9:25 AM,"Tenleytown, DC",Brennan,26,815,146,177.0,81.0,98.0,4,6,20,13,13,,,2019+,False,OTF_Data-2019.mbox,2019-11-15T15:23:25+00:00,
2019-11-18,4:30 PM,"Tenleytown, DC",Tammy,19,785,141,185.0,78.0,99.0,5,11,21,10,9,,,2019+,False,OTF_Data-2019.mbox,2019-11-18T22:28:46+00:00,
2019-11-20,4:30 PM,"Tenleytown, DC",Jack,21,816,139,181.0,77.0,99.0,5,15,19,15,6,,,2019+,False,OTF_Data-2019.mbox,2019-11-20T22:31:58+00:00,
2019-11-21,4:30 PM,"Tenleytown, DC",Julie,22,792,139,180.0,77.0,99.0,8,5,22,16,6,,,2019+,False,OTF_Data-2019.mbox,2019-11-21T22:33:50+00:00,
2019-11-23,9:10 AM,"Tenleytown, DC",Angie,27,805,148,180.0,82.0,99.0,3,6,18,18,9,,,2019+,False,OTF_Data-2019.mbox,2019-11-23T15:08:10+00:00,
2019-11-24,11:20 AM,"Tenleytown, DC",Kevin,31,860,150,179.0,83.0,99.0,3,5,17,18,13,,,2019+,False,OTF_Data-2019.mbox,2019-11-24T17:16:31+00:00,
2019-11-26,4:30 PM,"Tenleytown, DC",Julie,12,714,127,172.0,70.0,95.0,16,11,21,10,2,,,2019+,False,OTF_Data-2019.mbox,2019-11-26T22:31:44+00:00,
2019-11-27,4:30 PM,"Tenleytown, DC",Jack,23,766,142,178.0,78.0,98.0,6,8,18,15,8,,,2019+,False,OTF_Data-2019.mbox,2019-11-27T22:24:23+00:00,
2019-11-29,9:05 AM,"Tenleytown, DC",Tammy,32,865,147,180.0,81.0,99.0,4,9,13,24,8,,,2019+,False,OTF_Data-2019.mbox,2019-11-29T15:05:18+00:00,
2019-11-30,9:10 AM,"Tenleytown, DC",Angie,10,618,130,163.0,72.0,90.0,11,12,18,10,0,,,2019+,False,OTF_Data-2019.mbox,2019-11-30T15:03:44+00:00,
2019-12-01,11:20 AM,"Tenleytown, DC",Kevin,19,755,133,177.0,73.0,98.0,12,10,17,10,9,,,2019+,False,OTF_Data-2019.mbox,2019-12-01T17:19:40+00:00,
2019-12-03,4:30 PM,"Tenleytown, DC",Jack,27,816,146,183.0,81.0,99.0,4,11,12,14,13,,,2019+,False,OTF_Data-2019.mbox,2019-12-03T22:30:18+00:00,
2019-12-04,8:20 AM,"Tenleytown, DC",Jenn,23,772,139,177.0,77.0,98.0,10,9,14,16,7,,,2019+,False,OTF_Data-2019.mbox,2019-12-04T14:17:11+00:00,
2019-12-06,9:25 AM,"Tenleytown, DC",Jack,21,812,142,183.0,78.0,99.0,8,9,19,7,14,,,2019+,False,OTF_Data-2019.mbox,2019-12-06T15:23:19+00:00,
2019-12-07,9:10 AM,"Tenleytown, DC",Angie,22,817,142,179.0,78.0,99.0,6,7,22,16,6,,,2019+,False,OTF_Data-2019.mbox,2019-12-07T15:08:33+00:00,
2019-12-09,4:30 PM,"Tenleytown, DC",Tammy,26,752,136,178.0,75.0,98.0,16,7,6,12,14,,,2019+,False,OTF_Data-2019.mbox,2019-12-09T22:28:34+00:00,
